UniProt ID,Gene,Protein name
O95407,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B
Q6ISS4,LAIR2,Leukocyte-associated immunoglobulin-like receptor 2
Q9NZQ7,CD274,Programmed cell death 1 ligand 1
O00220,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A
Q92765,FRZB,Secreted frizzled-related protein 3
Q06323,PSME1,Proteasome activator complex subunit 1
Q6UX15,LAYN,Layilin
O76070,SNCG,Gamma-synuclein
O95817,BAG3,BAG family molecular chaperone regulator 3
O14618,CCS,Copper chaperone for superoxide dismutase
O60242,ADGRB3,Adhesion G protein-coupled receptor B3
P50135,HNMT,Histamine N-methyltransferase
P78423,CX3CL1,Fractalkine
Q8WWN9,IPCEF1,Interactor protein for cytohesin exchange factors 1
P02771,AFP,Alpha-fetoprotein
O15232,MATN3,Matrilin-3
Q9NPH6,OBP2B,Odorant-binding protein 2b
O14763,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B
O15197,EPHB6,Ephrin type-B receptor 6
P01258,CALCA,Calcitonin
Q8N474,SFRP1,Secreted frizzled-related protein 1
Q07011,TNFRSF9,Tumor necrosis factor receptor superfamily member 9
Q9H477,RBKS,Ribokinase
P56279,TCL1A,T-cell leukemia/lymphoma protein 1A
P08962,CD63,CD63 antigen
Q9UL46,PSME2,Proteasome activator complex subunit 2
P07306,ASGR1,Asialoglycoprotein receptor 1
Q9BYC5,FUT8,Alpha-(1
Q99426,TBCB,Tubulin-folding cofactor B
P12644,BMP4,Bone morphogenetic protein 4
P28325,CST5,Cystatin-D
Q9NR71,ASAH2,Neutral ceramidase
P10145,CXCL8,Interleukin-8
Q96GW7,BCAN,Brevican core protein
P37023,ACVRL1,Serine/threonine-protein kinase receptor R3
P23588,EIF4B,Eukaryotic translation initiation factor 4B
Q9P0K1,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22
O15496,PLA2G10,Group 10 secretory phospholipase A2
Q9BS40,LXN,Latexin
P13500,CCL2,C-C motif chemokine 2
P55291,CDH15,Cadherin-15
O94779,CNTN5,Contactin-5
Q9HCK4,ROBO2,Roundabout homolog 2
P22223,CDH3,Cadherin-3
Q08345,DDR1,Epithelial discoidin domain-containing receptor 1
Q08708,CD300C,CMRF35-like molecule 6
P15151,PVR,Poliovirus receptor
Q8NBS9,TXNDC5,Thioredoxin domain-containing protein 5
P21217_Q11128,FUT3_FUT5,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3_4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT5
P52823,STC1,Stanniocalcin-1
Q9H446,RWDD1,RWD domain-containing protein 1
Q9NP79,VTA1,Vacuolar protein sorting-associated protein VTA1 homolog
P15311,EZR,Ezrin
P01732,CD8A,T-cell surface glycoprotein CD8 alpha chain
P22894,MMP8,Neutrophil collagenase
Q92854,SEMA4D,Semaphorin-4D
O14737,PDCD5,Programmed cell death protein 5
Q9UNZ2,NSFL1C,NSFL1 cofactor p47
P35237,SERPINB6,Serpin B6
O43927,CXCL13,C-X-C motif chemokine 13
P28906,CD34,Hematopoietic progenitor cell antigen CD34
P13611,VCAN,Versican core protein
Q96CD2,PPCDC,Phosphopantothenoylcysteine decarboxylase
P17405,SMPD1,Sphingomyelin phosphodiesterase
Q10589,BST2,Bone marrow stromal antigen 2
Q99731,CCL19,C-C motif chemokine 19
P50225,SULT1A1,Sulfotransferase 1A1
Q8NBJ7,SUMF2,Inactive C-alpha-formylglycine-generating enzyme 2
P01236,PRL,Prolactin
Q14739,LBR,Delta(14)-sterol reductase LBR
P13473,LAMP2,Lysosome-associated membrane glycoprotein 2
P12429,ANXA3,Annexin A3
P06733,ENO1,Alpha-enolase
P05060,CHGB,Secretogranin-1
P78325,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8
P04233,CD74,HLA class II histocompatibility antigen gamma chain
O00214,LGALS8,Galectin-8
O14625,CXCL11,C-X-C motif chemokine 11
Q6P4E1,GOLM2,Protein GOLM2
Q6NW40,RGMB,Repulsive guidance molecule B
P09104,ENO2,Gamma-enolase
P01178,OXT,Oxytocin-neurophysin 1
Q96GP6,SCARF2,Scavenger receptor class F member 2
P28908,TNFRSF8,Tumor necrosis factor receptor superfamily member 8
P04216,THY1,Thy-1 membrane glycoprotein
Q10588,BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2
O75509,TNFRSF21,Tumor necrosis factor receptor superfamily member 21
Q9BRF8,CPPED1,Serine/threonine-protein phosphatase CPPED1
P14384,CPM,Carboxypeptidase M
O14594,NCAN,Neurocan core protein
P25774,CTSS,Cathepsin S
Q16288,NTRK3,NT-3 growth factor receptor
Q6ZMJ2,SCARA5,Scavenger receptor class A member 5
P30533,LRPAP1,Alpha-2-macroglobulin receptor-associated protein
P48052,CPA2,Carboxypeptidase A2
Q9P126,CLEC1B,C-type lectin domain family 1 member B
P14207,FOLR2,Folate receptor beta
P21757,MSR1,Macrophage scavenger receptor types I and II
P57087,JAM2,Junctional adhesion molecule B
Q96B86,RGMA,Repulsive guidance molecule A
O94907,DKK1,Dickkopf-related protein 1
Q9UBW5,BIN2,Bridging integrator 2
O76076,CCN5,CCN family member 5
P01215,CGA,Glycoprotein hormones alpha chain
P05067,APP,Amyloid-beta precursor protein
P11215,ITGAM,Integrin alpha-M
P02749,APOH,Beta-2-glycoprotein 1
P14174,MIF,Macrophage migration inhibitory factor
Q15818,NPTX1,Neuronal pentraxin-1
P19440,GGT1,Glutathione hydrolase 1 proenzyme
P50895,BCAM,Basal cell adhesion molecule
P31948,STIP1,Stress-induced-phosphoprotein 1
Q9NZD4,AHSP,Alpha-hemoglobin-stabilizing protein
Q02487,DSC2,Desmocollin-2
Q04900,CD164,Sialomucin core protein 24
O60462,NRP2,Neuropilin-2
O15389,SIGLEC5,Sialic acid-binding Ig-like lectin 5
P08254,MMP3,Stromelysin-1
Q14112,NID2,Nidogen-2
P12081,HARS1,Histidine--tRNA ligase
P30086,PEBP1,Phosphatidylethanolamine-binding protein 1
P30740,SERPINB1,Leukocyte elastase inhibitor
Q96F46,IL17RA,Interleukin-17 receptor A
Q86T13,CLEC14A,C-type lectin domain family 14 member A
Q9HCN6,GP6,Platelet glycoprotein VI
Q9P232,CNTN3,Contactin-3
P55103,INHBC,Inhibin beta C chain
Q96FE7,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1
O15394,NCAM2,Neural cell adhesion molecule 2
P23280,CA6,Carbonic anhydrase 6
P00995,SPINK1,Serine protease inhibitor Kazal-type 1
Q9UGT4,SUSD2,Sushi domain-containing protein 2
Q14696,MESD,LRP chaperone MESD
P05164,MPO,Myeloperoxidase
Q02747,GUCA2A,Guanylin
P01833,PIGR,Polymeric immunoglobulin receptor
P14780,MMP9,Matrix metalloproteinase-9
P35442,THBS2,Thrombospondin-2
Q13093,PLA2G7,Platelet-activating factor acetylhydrolase
Q15155,NOMO1,BOS complex subunit NOMO1
P22105,TNXB,Tenascin-X
Q6YHK3,CD109,CD109 antigen
O43278,SPINT1,Kunitz-type protease inhibitor 1
P14209,CD99,CD99 antigen
Q96RD9,FCRL5,Fc receptor-like protein 5
Q9Y240,CLEC11A,C-type lectin domain family 11 member A
Q14126,DSG2,Desmoglein-2
P04179,SOD2,Superoxide dismutase [Mn]
Q9UKK9,NUDT5,ADP-sugar pyrophosphatase
P14778,IL1R1,Interleukin-1 receptor type 1
Q8IWV2,CNTN4,Contactin-4
P63313,TMSB10,Thymosin beta-10
Q8N6Q3,CD177,CD177 antigen
Q5T2D2,TREML2,Trem-like transcript 2 protein
Q99972,MYOC,Myocilin
Q8TCZ2,CD99L2,CD99 antigen-like protein 2
P20774,OGN,Mimecan
P00749,PLAU,Urokinase-type plasminogen activator
P20827,EFNA1,Ephrin-A1
Q9NPH3,IL1RAP,Interleukin-1 receptor accessory protein
O43505,B4GAT1,Beta-1
P00352,ALDH1A1,Aldehyde dehydrogenase 1A1
Q9UKJ1,PILRA,Paired immunoglobulin-like type 2 receptor alpha
Q6UXG3,CD300LG,CMRF35-like molecule 9
P16284,PECAM1,Platelet endothelial cell adhesion molecule
P22749,GNLY,Granulysin
P06734,FCER2,Low affinity immunoglobulin epsilon Fc receptor
Q08431,MFGE8,Lactadherin
Q16881,TXNRD1,Thioredoxin reductase 1
P16871,IL7R,Interleukin-7 receptor subunit alpha
Q8TDQ0,HAVCR2,Hepatitis A virus cellular receptor 2
P15289,ARSA,Arylsulfatase A
P08648,ITGA5,Integrin alpha-5
O15117,FYB1,FYN-binding protein 1
P30043,BLVRB,Flavin reductase (NADPH)
Q969Z4,RELT,Tumor necrosis factor receptor superfamily member 19L
P07108,DBI,Acyl-CoA-binding protein
Q9Y279,VSIG4,V-set and immunoglobulin domain-containing protein 4
P20333,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B
P11717,IGF2R,Cation-independent mannose-6-phosphate receptor
Q99727,TIMP4,Metalloproteinase inhibitor 4
Q9NQ38,SPINK5,Serine protease inhibitor Kazal-type 5
P00918,CA2,Carbonic anhydrase 2
P17538,CTRB1,Chymotrypsinogen B
Q9Y624,F11R,Junctional adhesion molecule A
Q8N149,LILRA2,Leukocyte immunoglobulin-like receptor subfamily A member 2
Q6UXH9,PAMR1,Inactive serine protease PAMR1
P04155,TFF1,Trefoil factor 1
P19438,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A
P04118,CLPS,Colipase
O76061,STC2,Stanniocalcin-2
P22692,IGFBP4,Insulin-like growth factor-binding protein 4
P28799,GRN,Progranulin
Q99497,PARK7,Parkinson disease protein 7
Q01469,FABP5,Fatty acid-binding protein 5
Q8IZJ0,IFNL2,Interferon lambda-2
Q7L311,ARMCX2,Armadillo repeat-containing X-linked protein 2
Q5U5Z8,AGBL2,Cytosolic carboxypeptidase 2
O75631,UPK3A,Uroplakin-3a
Q9UKW4,VAV3,Guanine nucleotide exchange factor VAV3
O76039,CDKL5,Cyclin-dependent kinase-like 5
Q96PV0,SYNGAP1,Ras/Rap GTPase-activating protein SynGAP
O95049,TJP3,Tight junction protein ZO-3
Q13509,TUBB3,Tubulin beta-3 chain
P35221,CTNNA1,Catenin alpha-1
O75312,ZPR1,Zinc finger protein ZPR1
Q13224,GRIN2B,Glutamate receptor ionotropic
P48169,GABRA4,Gamma-aminobutyric acid receptor subunit alpha-4
Q9NY72,SCN3B,Sodium channel regulatory subunit beta-3
Q9NQW8,CNGB3,Cyclic nucleotide-gated cation channel beta-3
Q96J84,KIRREL1,Kin of IRRE-like protein 1
P26441,CNTF,Ciliary neurotrophic factor
O43474,KLF4,Krueppel-like factor 4
P43220,GLP1R,Glucagon-like peptide 1 receptor
P41732,TSPAN7,Tetraspanin-7
P60880,SNAP25,Synaptosomal-associated protein 25
P49792,RANBP2,E3 SUMO-protein ligase RanBP2
Q03721,KCNC4,Potassium voltage-gated channel subfamily C member 4
Q17R60,IMPG1,Interphotoreceptor matrix proteoglycan 1
Q14894,CRYM,Ketimine reductase mu-crystallin
Q96Q89,KIF20B,Kinesin-like protein KIF20B
O95372,LYPLA2,Acyl-protein thioesterase 2
Q9H461,FZD8,Frizzled-8
Q96P66,GPR101,Probable G-protein coupled receptor 101
Q02641,CACNB1,Voltage-dependent L-type calcium channel subunit beta-1
Q8N111,CEND1,Cell cycle exit and neuronal differentiation protein 1
Q5SXM8,DNLZ,DNL-type zinc finger protein
Q30KQ4,DEFB116,Beta-defensin 116
P08908,HTR1A,5-hydroxytryptamine receptor 1A
Q7RTW8,OTOA,Otoancorin
P25440,BRD2,Bromodomain-containing protein 2
P04234,CD3D,T-cell surface glycoprotein CD3 delta chain
Q96L15,ART5,Ecto-ADP-ribosyltransferase 5
Q15042,RAB3GAP1,Rab3 GTPase-activating protein catalytic subunit
Q96GG9,DCUN1D1,DCN1-like protein 1
Q19T08,ECSCR,Endothelial cell-specific chemotaxis regulator
Q9UKV0,HDAC9,Histone deacetylase 9
Q99250,SCN2A,Sodium channel protein type 2 subunit alpha
P52179,MYOM1,Myomesin-1
P47874,OMP,Olfactory marker protein
Q9BZ29,DOCK9,Dedicator of cytokinesis protein 9
Q9Y3E2,BOLA1,BolA-like protein 1
A6NGG8,PCARE,Photoreceptor cilium actin regulator
P07954,FH,Fumarate hydratase
Q13936,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha-1C
Q14627,IL13RA2,Interleukin-13 receptor subunit alpha-2
Q9UL42,PNMA2,Paraneoplastic antigen Ma2
O95196,CSPG5,Chondroitin sulfate proteoglycan 5
O15382,BCAT2,Branched-chain-amino-acid aminotransferase
Q5T871,LELP1,Late cornified envelope-like proline-rich protein 1
Q687X5,STEAP4,Metalloreductase STEAP4
Q0VDD7,BRME1,Break repair meiotic recombinase recruitment factor 1
P05549,TFAP2A,Transcription factor AP-2-alpha
Q8WTQ1,DEFB104A,
Q99700,ATXN2,Ataxin-2
P23435,CBLN1,Cerebellin-1
Q86T26,TMPRSS11B,Transmembrane protease serine 11B
P52788,SMS,Spermine synthase
P26378,ELAVL4,ELAV-like protein 4
P26715,KLRC1,NKG2-A/NKG2-B type II integral membrane protein
Q6QNY1,BLOC1S2,Biogenesis of lysosome-related organelles complex 1 subunit 2
Q9Y6U3,SCIN,Scinderin
Q96PH6,DEFB118,Defensin beta 118
Q14129,DGCR6,Protein DGCR6
Q8IWB1,ITPRIP,Inositol 1
Q99856,ARID3A,AT-rich interactive domain-containing protein 3A
Q8IVU1,IGDCC3,Immunoglobulin superfamily DCC subclass member 3
Q9UJC5,SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2
Q6P5Q4,LMOD2,Leiomodin-2
P05787,KRT8,Keratin
P28222,HTR1B,5-hydroxytryptamine receptor 1B
Q9Y3B9,RRP15,RRP15-like protein
Q9H492,MAP1LC3A,Microtubule-associated proteins 1A/1B light chain 3A
Q99653,CHP1,Calcineurin B homologous protein 1
Q6QEF8,CORO6,Coronin-6
Q12774,ARHGEF5,Rho guanine nucleotide exchange factor 5
O43396,TXNL1,Thioredoxin-like protein 1
O14503,BHLHE40,Class E basic helix-loop-helix protein 40
P10523,SAG,S-arrestin
P55283,CDH4,Cadherin-4
O15020,SPTBN2,Spectrin beta chain
Q8WXG9,ADGRV1,Adhesion G-protein coupled receptor V1
Q8NFZ4,NLGN2,Neuroligin-2
O15350,TP73,Tumor protein p73
O15083,ERC2,ERC protein 2
Q86WK6,AMIGO1,Amphoterin-induced protein 1
Q86UW9,DTX2,Probable E3 ubiquitin-protein ligase DTX2
Q8N8R5,C2orf69,Mitochondrial protein C2orf69
P0C7M8,CLEC2L,C-type lectin domain family 2 member L
Q6P9F5,TRIM40,E3 ubiquitin ligase TRIM40
Q9HCM4,EPB41L5,Band 4.1-like protein 5
Q9Y285,FARSA,Phenylalanine--tRNA ligase alpha subunit
Q2M3V2,SOWAHA,Ankyrin repeat domain-containing protein SOWAHA
Q8IY33,MICALL2,MICAL-like protein 2
Q9NZA1,CLIC5,Chloride intracellular channel protein 5
Q9BV20,MRI1,Methylthioribose-1-phosphate isomerase
Q9UHL0,DDX25,ATP-dependent RNA helicase DDX25
Q93015,NAA80,N-alpha-acetyltransferase 80
Q9P2M7,CGN,Cingulin
Q9ULH4,LRFN2,Leucine-rich repeat and fibronectin type-III domain-containing protein 2
Q16520,BATF,Basic leucine zipper transcriptional factor ATF-like
Q53GD3,SLC44A4,Choline transporter-like protein 4
Q6ZUT3,FRMD7,FERM domain-containing protein 7
Q12809,KCNH2,Potassium voltage-gated channel subfamily H member 2
Q8N2Q7,NLGN1,Neuroligin-1
Q9Y4C0,NRXN3,Neurexin-3
O75718,CRTAP,Cartilage-associated protein
Q9NY46,SCN3A,Sodium channel protein type 3 subunit alpha
Q96G03,PGM2,Phosphopentomutase
P48436,SOX9,Transcription factor SOX-9
Q9HBL6,LRTM1,Leucine-rich repeat and transmembrane domain-containing protein 1
Q9P2M1,LRP2BP,LRP2-binding protein
Q10571,MN1,Transcriptional activator MN1
P61366,OSTN,Osteocrin
P48775,TDO2,Tryptophan 2
Q9C0A0,CNTNAP4,Contactin-associated protein-like 4
Q9NUG6,PDRG1,p53 and DNA damage-regulated protein 1
P09455,RBP1,Retinol-binding protein 1
Q86UP6,CUZD1,CUB and zona pellucida-like domain-containing protein 1
Q9ULU8,CADPS,Calcium-dependent secretion activator 1
Q9NPB3,CABP2,Calcium-binding protein 2
Q96A32,MYL11,Myosin regulatory light chain 11
Q16401,PSMD5,26S proteasome non-ATPase regulatory subunit 5
P20823,HNF1A,Hepatocyte nuclear factor 1-alpha
P63211,GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1
O15234,CASC3,Protein CASC3
Q6UWJ8,CD164L2,CD164 sialomucin-like 2 protein
Q16650,TBR1,T-box brain protein 1
Q5VT99,LRRC38,Leucine-rich repeat-containing protein 38
P63172,DYNLT1,Dynein light chain Tctex-type 1
P43007,SLC1A4,Neutral amino acid transporter A
Q14184,DOC2B,Double C2-like domain-containing protein beta
P0DKB5,TPBGL,Trophoblast glycoprotein-like
P54105,CLNS1A,Methylosome subunit pICln
P11229,CHRM1,Muscarinic acetylcholine receptor M1
Q9ULW2,FZD10,Frizzled-10
Q0P6D2,DIPK1C,Divergent protein kinase domain 1C
O75121,MFAP3L,Microfibrillar-associated protein 3-like
P61266,STX1B,Syntaxin-1B
Q68J44,DUSP29,Dual specificity phosphatase 29
P14649,MYL6B,Myosin light chain 6B
B6A8C7,TARM1,T-cell-interacting
O15212,PFDN6,Prefoldin subunit 6
Q96KJ4,MSLNL,Mesothelin-like protein
Q8N6Q1,TMCO5A,Transmembrane and coiled-coil domain-containing protein 5A
Q9UGI9,PRKAG3,5'-AMP-activated protein kinase subunit gamma-3
Q9UNY4,TTF2,Transcription termination factor 2
P54277,PMS1,PMS1 protein homolog 1
Q86TM3,DDX53,Probable ATP-dependent RNA helicase DDX53
Q8TC05,MDM1,Nuclear protein MDM1
Q9BX10,GTPBP2,GTP-binding protein 2
P50897,PPT1,Palmitoyl-protein thioesterase 1
O60939,SCN2B,Sodium channel subunit beta-2
P63010,AP2B1,AP-2 complex subunit beta
Q7Z3D4,LYSMD3,LysM and putative peptidoglycan-binding domain-containing protein 3
P09683,SCT,Secretin
P49069,CAMLG,Guided entry of tail-anchored proteins factor CAMLG
P43146,DCC,Netrin receptor DCC
P52799,EFNB2,Ephrin-B2
O60218,AKR1B10,Aldo-keto reductase family 1 member B10
Q96BJ3,AIDA,Axin interactor
O14967,CLGN,Calmegin
P60763,RAC3,Ras-related C3 botulinum toxin substrate 3
Q92834,RPGR,X-linked retinitis pigmentosa GTPase regulator
P98164,LRP2,Low-density lipoprotein receptor-related protein 2
P10301,RRAS,Ras-related protein R-Ras
Q8IY31,IFT20,Intraflagellar transport protein 20 homolog
P01270,PTH,Parathyroid hormone
P10746,UROS,Uroporphyrinogen-III synthase
Q7L0J3,SV2A,Synaptic vesicle glycoprotein 2A
P04062,GBA1,Lysosomal acid glucosylceramidase
P20916,MAG,Myelin-associated glycoprotein
Q53EL9,SEZ6,Seizure protein 6 homolog
Q2UY09,COL28A1,Collagen alpha-1(XXVIII) chain
O14578,CIT,Citron Rho-interacting kinase
Q9BY14,TEX101,Testis-expressed protein 101
P24386,CHM,Rab proteins geranylgeranyltransferase component A 1
Q8IWP9,CCDC28A,Coiled-coil domain-containing protein 28A
P35556,FBN2,Fibrillin-2
Q15735,INPP5J,Phosphatidylinositol 4
Q15398,DLGAP5,Disks large-associated protein 5
Q13002,GRIK2,Glutamate receptor ionotropic
Q9BX66,SORBS1,Sorbin and SH3 domain-containing protein 1
Q07617,SPAG1,Sperm-associated antigen 1
Q8WWM7,ATXN2L,Ataxin-2-like protein
P48431,SOX2,Transcription factor SOX-2
Q9BZJ3,TPSD1,Tryptase delta
Q9NPD7,NRN1,Neuritin
A6NFN3,RBFOX3,RNA binding protein fox-1 homolog 3
Q96JB5,CDK5RAP3,CDK5 regulatory subunit-associated protein 3
O60662,KLHL41,Kelch-like protein 41
Q9HCY8,S100A14,Protein S100-A14
P08651,NFIC,Nuclear factor 1 C-type
Q9UM54,MYO6,Unconventional myosin-VI
Q96QH8,SPACA5,
Q8WVC0,LEO1,RNA polymerase-associated protein LEO1
P12319,FCER1A,High affinity immunoglobulin epsilon receptor subunit alpha
O60469,DSCAM,Cell adhesion molecule DSCAM
O15013,ARHGEF10,Rho guanine nucleotide exchange factor 10
P04808,RLN1,Prorelaxin H1
O75592,MYCBP2,E3 ubiquitin-protein ligase MYCBP2
Q9NXH3,PPP1R14D,Protein phosphatase 1 regulatory subunit 14D
Q15102,PAFAH1B3,Platelet-activating factor acetylhydrolase IB subunit alpha1
O43665,RGS10,Regulator of G-protein signaling 10
Q9UQ16,DNM3,Dynamin-3
Q8IVM0,CCDC50,Coiled-coil domain-containing protein 50
B2RUY7,VWC2L,von Willebrand factor C domain-containing protein 2-like
Q15366,PCBP2,Poly(rC)-binding protein 2
P22102,GART,Trifunctional purine biosynthetic protein adenosine-3
A8MVW0,FAM171A2,Protein FAM171A2
Q6ZVN8,HJV,Hemojuvelin
Q07021,C1QBP,Complement component 1 Q subcomponent-binding protein
O95467,GNAS,Neuroendocrine secretory protein 55
O75167,PHACTR2,Phosphatase and actin regulator 2
O60869,EDF1,Endothelial differentiation-related factor 1
Q96A00,PPP1R14A,Protein phosphatase 1 regulatory subunit 14A
Q14151,SAFB2,Scaffold attachment factor B2
Q5T848,GPR158,Metabotropic glycine receptor
P29536,LMOD1,Leiomodin-1
Q86YD3,TMEM25,Transmembrane protein 25
Q15714,TSC22D1,TSC22 domain family protein 1
Q9H6Q3,SLA2,Src-like-adapter 2
O95202,LETM1,Mitochondrial proton/calcium exchanger protein
O95295,SNAPIN,SNARE-associated protein Snapin
Q8N967,LRTM2,Leucine-rich repeat and transmembrane domain-containing protein 2
P30419,NMT1,Glycylpeptide N-tetradecanoyltransferase 1
O43432,EIF4G3,Eukaryotic translation initiation factor 4 gamma 3
Q13084,MRPL28,Large ribosomal subunit protein bL28m
P53367,ARFIP1,Arfaptin-1
Q9UH03,SEPTIN3,Neuronal-specific septin-3
Q08378,GOLGA3,Golgin subfamily A member 3
O75792,RNASEH2A,Ribonuclease H2 subunit A
Q9H6H4,REEP4,Receptor expression-enhancing protein 4
Q9H777,ELAC1,Zinc phosphodiesterase ELAC protein 1
Q8WWV3,RTN4IP1,Reticulon-4-interacting protein 1
P51687,SUOX,Sulfite oxidase
Q6UWW0,LCN15,Lipocalin-15
Q96PE7,MCEE,Methylmalonyl-CoA epimerase
Q96I25,RBM17,Splicing factor 45
O43776,NARS1,Asparagine--tRNA ligase
Q14197,MRPL58,Large ribosomal subunit protein mL62
Q9BUJ2,HNRNPUL1,Heterogeneous nuclear ribonucleoprotein U-like protein 1
Q01826,SATB1,DNA-binding protein SATB1
P54284,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3
Q5JSP0,FGD3,FYVE
Q9NWU2,GID8,Glucose-induced degradation protein 8 homolog
Q8IWQ3,BRSK2,Serine/threonine-protein kinase BRSK2
O94830,DDHD2,Phospholipase DDHD2
Q9BUP0,EFHD1,EF-hand domain-containing protein D1
Q9NPG4,PCDH12,Protocadherin-12
Q14160,SCRIB,Protein scribble homolog
P51649,ALDH5A1,Succinate-semialdehyde dehydrogenase
P04439,HLA-A,HLA class I histocompatibility antigen
Q9BXI9,C1QTNF6,Complement C1q tumor necrosis factor-related protein 6
P14902,IDO1,Indoleamine 2
P29377,S100G,Protein S100-G
P31751,AKT2,RAC-beta serine/threonine-protein kinase
P68400,CSNK2A1,Casein kinase II subunit alpha
P61764,STXBP1,Syntaxin-binding protein 1
Q9BZE9,ASPSCR1,Tether containing UBX domain for GLUT4
Q9H6S1,AZI2,5-azacytidine-induced protein 2
Q6ZVM7,TOM1L2,TOM1-like protein 2
Q99460,PSMD1,26S proteasome non-ATPase regulatory subunit 1
P78318,IGBP1,Immunoglobulin-binding protein 1
Q9H4X1,RGCC,Regulator of cell cycle RGCC
Q8WXW3-4,PIBF1,Progesterone-induced-blocking factor 1
Q6Y7W6,GIGYF2,GRB10-interacting GYF protein 2
Q96HC4,PDLIM5,PDZ and LIM domain protein 5
Q6GQQ9,OTUD7B,OTU domain-containing protein 7B
Q9NWM8,FKBP14,Peptidyl-prolyl cis-trans isomerase FKBP14
Q92859,NEO1,Neogenin
O15240,VGF,Neurosecretory protein VGF
Q5SW96,LDLRAP1,Low density lipoprotein receptor adapter protein 1
Q16625,OCLN,Occludin
Q5T5Y3,CAMSAP1,Calmodulin-regulated spectrin-associated protein 1
P78352,DLG4,Disks large homolog 4
Q6PKH6,DHRS4L2,Dehydrogenase/reductase SDR family member 4-like 2
Q14149,MORC3,MORC family CW-type zinc finger protein 3
Q9H251,CDH23,Cadherin-23
Q86VP1,TAX1BP1,Tax1-binding protein 1
Q8IWY9,CDAN1,Codanin-1
Q8N163,CCAR2,Cell cycle and apoptosis regulator protein 2
P13995,MTHFD2,Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase
Q92599,SEPTIN8,Septin-8
O77932,DXO,Decapping and exoribonuclease protein
P43320,CRYBB2,Beta-crystallin B2
P26718,KLRK1,NKG2-D type II integral membrane protein
P01350,GAST,Gastrin
Q96RU2,USP28,Ubiquitin carboxyl-terminal hydrolase 28
Q9H1P3,OSBPL2,Oxysterol-binding protein-related protein 2
O15269,SPTLC1,Serine palmitoyltransferase 1
O60890,OPHN1,Oligophrenin-1
Q53GL0,PLEKHO1,Pleckstrin homology domain-containing family O member 1
P21579,SYT1,Synaptotagmin-1
Q13277,STX3,Syntaxin-3
Q6UXV0,GFRAL,GDNF family receptor alpha-like
Q9BQT9,CLSTN3,Calsyntenin-3
Q2L4Q9,PRSS53,Serine protease 53
Q5VV43,KIAA0319,Dyslexia-associated protein KIAA0319
Q9BRJ6,C7orf50,Uncharacterized protein C7orf50
Q8IXS6,PALM2,Paralemmin-2
P0CG30,GSTT2B,Glutathione S-transferase theta-2B
Q9BPX1,HSD17B14,17-beta-hydroxysteroid dehydrogenase 14
Q15256,PTPRR,Receptor-type tyrosine-protein phosphatase R
P10092,CALCB,Calcitonin gene-related peptide 2
Q6UX71,PLXDC2,Plexin domain-containing protein 2
Q9BXI3,NT5C1A,Cytosolic 5'-nucleotidase 1A
O60235,TMPRSS11D,Transmembrane protease serine 11D
Q5F1R6,DNAJC21,DnaJ homolog subfamily C member 21
P62760,VSNL1,Visinin-like protein 1
Q6QNY0,BLOC1S3,Biogenesis of lysosome-related organelles complex 1 subunit 3
Q03014,HHEX,Hematopoietically-expressed homeobox protein HHEX
Q8TAT2,FGFBP3,Fibroblast growth factor-binding protein 3
Q03252,LMNB2,Lamin-B2
Q6P1J6,PLB1,Phospholipase B1
Q99704,DOK1,Docking protein 1
Q9P2X3,IMPACT,Protein IMPACT
P46937,YAP1,Transcriptional coactivator YAP1
Q6XQN6,NAPRT,Nicotinate phosphoribosyltransferase
Q9NPE2,NGRN,Neugrin
Q8WYQ3,CHCHD10,Coiled-coil-helix-coiled-coil-helix domain-containing protein 10
P59780,AP3S2,AP-3 complex subunit sigma-2
Q9ULA0,DNPEP,Aspartyl aminopeptidase
P13861,PRKAR2A,cAMP-dependent protein kinase type II-alpha regulatory subunit
Q15025,TNIP1,TNFAIP3-interacting protein 1
O14530,TXNDC9,Thioredoxin domain-containing protein 9
P54315,PNLIPRP1,Inactive pancreatic lipase-related protein 1
Q9Y3C0,WASHC3,WASH complex subunit 3
Q9UKY0,PRND,Prion-like protein doppel
P47813,EIF1AX,Eukaryotic translation initiation factor 1A
Q13938,CAPS,Calcyphosin
Q4ZHG4,FNDC1,Fibronectin type III domain-containing protein 1
P32455,GBP1,Guanylate-binding protein 1
P51460,INSL3,Insulin-like 3
