UniProt ID,Gene,Protein name
P40763,STAT3,Signal transducer and activator of transcription 3
P40763,STAT3,Signal transducer and activator of transcription 3
P42229,STAT5A,Signal transducer and activator of transcription 5A
P51692,STAT5B,Signal transducer and activator of transcription 5B
P42226,STAT6,Signal transducer and activator of transcription 6
Q92783,STAM,Signal transducing adapter molecule 1
O75886,STAM2,Signal transducing adapter molecule 2
O00241,SIRPB1,Signal-regulatory protein beta-1
Q5JXA9,SIRPB2,Signal-regulatory protein beta-2
Q9H106,SIRPD,Signal-regulatory protein delta
Q9P1W8,SIRPG,Signal-regulatory protein gamma
Q9ULZ2,STAP1,Signal-transducing adaptor protein 1
Q9UGK3,STAP2,Signal-transducing adaptor protein 2
Q13291,SLAMF1,Signaling lymphocytic activation molecule
Q9Y3P8,SIT1,Signaling threshold-regulating transmembrane adapter 1
Q8N6T7,SIRT6,silent mating type information regulation 2 homolog
Q9H7L9,SUDS3,Sin3 histone deacetylase corepressor complex component SDS3
Q9NP50,SINHCAF,SIN3-HDAC complex-associated factor
Q6IA17,SIGIRR,Single Ig IL-1-related receptor
Q147U7,SMCO1,Single-pass membrane and coiled-coil domain-containing protein 1
A6NFE2,SMCO2,Single-pass membrane and coiled-coil domain-containing protein 2
A2RU48,SMCO3,Single-pass membrane and coiled-coil domain-containing protein 3
Q53HV7,SMUG1,Single-strand selective monofunctional uracil DNA glycosylase
Q9BWW4,SSBP3,Single-stranded DNA-binding protein 3
Q9BWG4,SSBP4,Single-stranded DNA-binding protein 4
Q04837,SSBP1,"Single-stranded DNA-binding protein, mitochondrial"
Q9BVC3,DSCC1,Sister chromatid cohesion protein DCC1
Q9UHE8,STEAP1,Six transmembrane epithelial antigen of prostate 1
O43805,SSNA1,Sjoegren syndrome nuclear autoantigen 1
O60232,ZNRD2,Sjoegren syndrome/scleroderma autoantigen 1
P12757,SKIL,Ski-like protein
Q9UIB8,CD84,SLAM family member 5
Q9UIB8,CD84,SLAM family member 5
Q96DU3,SLAMF6,SLAM family member 6
Q9NQ25,SLAMF7,SLAM family member 7
Q9NQ25,SLAMF7,SLAM family member 7
Q9P0V8,SLAMF8,SLAM family member 8
Q96A28,SLAMF9,SLAM family member 9
Q96PX8,SLITRK1,SLIT and NTRK-like protein 1
Q96PX8,SLITRK1,SLIT and NTRK-like protein 1
Q9H156,SLITRK2,SLIT and NTRK-like protein 2
O94933,SLITRK3,SLIT and NTRK-like protein 3
Q8IW52,SLITRK4,SLIT and NTRK-like protein 4
O94991,SLITRK5,SLIT and NTRK-like protein 5
Q9H5Y7,SLITRK6,SLIT and NTRK-like protein 6
O75093,SLIT1,Slit homolog 1 protein
O94813,SLIT2,Slit homolog 2 protein
O75094,SLIT3,Slit homolog 3 protein
O75044,SRGAP2,SLIT-ROBO Rho GTPase-activating protein 2
P0DMP2,SRGAP2B,SLIT-ROBO Rho GTPase-activating protein 2B
Q6UWF3,SCIMP,SLP adapter and CSK-interacting membrane protein
Q8TAD8,SNIP1,Smad nuclear-interacting protein 1
Q99717,SMAD5,SMAD5
O43541,SMAD6,SMAD6
O15198,SMAD9,SMAD9
O00193,SMAP,Small acidic protein
Q92952,KCNN1,Small conductance calcium-activated potassium channel protein 1
Q9H2S1,KCNN2,Small conductance calcium-activated potassium channel protein 2
O75920,SERF1A,Small EDRK-rich factor 1
P84101,SERF2,Small EDRK-rich factor 2
O43765,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha
Q96EQ0,SGTB,Small glutamine-rich tetratricopeptide repeat-containing protein beta
Q96HG1,SMIM10,Small integral membrane protein 10
P0DJ93,SMIM13,Small integral membrane protein 13
O75264,SMIM24,Small integral membrane protein 24
Q9BZL3,SMIM3,Small integral membrane protein 3
Q8WVI0,SMIM4,Small integral membrane protein 4
Q9BQ49,SMIM7,Small integral membrane protein 7
A6NGZ8,SMIM9,Small integral membrane protein 9
P62304,SNRPE,Small nuclear ribonucleoprotein E
P62306,SNRPF,Small nuclear ribonucleoprotein F
P62308,SNRPG,Small nuclear ribonucleoprotein G
P62316,SNRPD2,Small nuclear ribonucleoprotein Sm D2
P62318,SNRPD3,Small nuclear ribonucleoprotein Sm D3
P14678,SNRPB,Small nuclear ribonucleoprotein-associated proteins B and B'
Q9UBC9,SPRR3,Small proline-rich protein 3
Q5T8I9,HENMT1,Small RNA 2'-O-methyltransferase
P61956,SUMO2,Small ubiquitin-related modifier 2
P55854,SUMO3,Small ubiquitin-related modifier 3
P55854,SUMO3,Small ubiquitin-related modifier 3
Q6EEV6,SUMO4,Small ubiquitin-related modifier 4
Q8N300,SVBP,Small vasohibin-binding protein
Q8NHG7,SVIP,Small VCP/p97-interacting protein
P53814,SMTN,Smoothelin
A8MU46,SMTNL1,Smoothelin-like protein 1
Q2TAY7,SMU1,Smu-1 suppressor of mec-8 and unc-52 protein homolog
Q16533,SNAPC1,SNAP43
O95295,SNAPIN,SNARE-associated protein Snapin
Q13487,SNAPC2,snRNA-activating protein complex subunit 2
Q92966,SNAPC3,snRNA-activating protein complex subunit 3
Q9Y675,SNURF,SNRPN upstream reading frame protein
O95149,SNUPN,Snurportin-1
Q9BWG6,SCNM1,Sodium channel modifier 1
Q99250,SCN2A,Sodium channel protein type 2 subunit alpha
Q07699,SCN1B,Sodium channel subunit beta-1
O60939,SCN2B,Sodium channel subunit beta-2
Q9NY72,SCN3B,Sodium channel subunit beta-3
Q8IWT1,SCN4B,Sodium channel subunit beta-4
P48067,SLC6A9,Sodium- and chloride-dependent glycine transporter 1
Q9UN76,SLC6A14,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)
Q8N695,SLC5A8,Sodium-coupled monocarboxylate transporter 1
Q8N130,SLC34A3,Sodium-dependent phosphate transport protein 2C
Q8WUM9,SLC20A1,Sodium-dependent phosphate transporter 1
P31645,SLC6A4,Sodium-dependent serotonin transporter
Q86WA9,SLC26A11,Sodium-independent sulfate anion transporter
Q14973,SLC10A1,Sodium/bile acid cotransporter
P31639,SLC5A2,Sodium/glucose cotransporter 2
Q92911,SLC5A5,Sodium/iodide cotransporter
P54710,FXYD2,Sodium/potassium-transporting ATPase gamma chain
P05023,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1
P05026,ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1
P14415,ATP1B2,Sodium/potassium-transporting ATPase subunit beta-2
P54709,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3
Q8WVQ1,CANT1,Soluble calcium-activated nucleotidase 1
Q9UNN8,PROCR,soluble Endothelial protein C receptor
Q9NSA0,SLC22A11,Solute carrier family 22 member 11
Q86VW1,SLC22A16,Solute carrier family 22 member 16
Q96BI1,SLC22A18,Solute carrier family 22 member 18
Q9BSK2,SLC25A33,Solute carrier family 25 member 33
Q96DW6,SLC25A38,Solute carrier family 25 member 38
Q8TBE7,SLC35G2,Solute carrier family 35 member G2
Q96JW4,SLC41A2,Solute carrier family 41 member 2
Q8N2U9,SLC66A2,Solute carrier family 66 member 2
O94956,SLCO2B1,Solute carrier organic anion transporter family member 2B1
Q9H2Y9,SLCO5A1,Solute carrier organic anion transporter family member 5A1
P01286,GHRH,Somatoliberin
P01286,GHRH,Somatoliberin
P30872,SSTR1,Somatostatin receptor type 1
P30874,SSTR2,Somatostatin receptor type 2
P61278,SST,Somatostatin-28
P01241,GH1,Somatotropin
Q9NQZ2,UTP3,Something about silencing protein 10
Q07889,SOS1,Son of sevenless homolog 1
Q15465,SHH,Sonic hedgehog protein
Q00796,SORD,Sorbitol dehydrogenase
P30626,SRI,Sorcin
Q99523,SORT1,Sortilin
Q9Y512,SAMM50,Sorting and assembly machinery component 50 homolog
P57768,SNX16,Sorting nexin 16
Q13596,SNX1,Sorting nexin-1
Q13596,SNX1,Sorting nexin-1
Q9Y5X0,SNX10,Sorting nexin-10
Q9Y5W9,SNX11,Sorting nexin-11
Q9UMY4,SNX12,Sorting nexin-12
Q9Y5W8,SNX13,Sorting nexin-13
Q9NRS6,SNX15,Sorting nexin-15
Q15036,SNX17,Sorting nexin-17
Q96RF0,SNX18,Sorting nexin-18
Q92543,SNX19,Sorting nexin-19
Q7Z614,SNX20,Sorting nexin-20
Q969T3,SNX21,Sorting nexin-21
Q96L92,SNX27,Sorting nexin-27
O60493,SNX3,Sorting nexin-3
Q8N9S9,SNX31,Sorting nexin-31
Q86XE0,SNX32,Sorting nexin-32
Q8WV41,SNX33,Sorting nexin-33
O95219,SNX4,Sorting nexin-4
Q9Y5X3,SNX5,Sorting nexin-5
Q9UNH6,SNX7,Sorting nexin-7
Q9Y5X2,SNX8,Sorting nexin-8
Q9Y5X1,SNX9,Sorting nexin-9
Q9BQ15,NABP2,SOSS complex subunit B1
Q96AH0,NABP1,SOSS complex subunit B2
Q9NRY2,INIP,SOSS complex subunit C
O00570,SOX1,SOX-1 protein
P48436,SOX9,SOX-9
P35713,SOX18,SOX18
P09486,SPARC,SPARC
P09486,SPARC,SPARC
Q14515,SPARCL1,SPARC-like protein 1
Q14515,SPARCL1,SPARC-like protein 1
Q9H4F8,SMOC1,SPARC-related modular calcium-binding protein 1
Q9H4F8,SMOC1,SPARC-related modular calcium-binding protein 1
Q9H3U7,SMOC2,SPARC-related modular calcium-binding protein 2
Q8N0X7,SPART,Spartin
Q9UBP0,SPAST,Spastin:Cytoplasmic domain
Q9UBP0,SPAST,Spastin:Microtubule interacting and trafficking domain
Q9BW04,SARG,Specifically androgen-regulated gene protein
O43791,SPOP,Speckle-type POZ protein
P02549,SPTA1,"Spectrin alpha chain, erythrocyte"
Q13813,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1"
Q9H254,SPTBN4,"Spectrin beta chain, non-erythrocytic 4"
Q9H0A9,SPATC1L,Speriolin-like protein
Q9HBV2,SPACA1,Sperm acrosome membrane-associated protein 1
Q8IXA5,SPACA3,Sperm acrosome membrane-associated protein 3
Q96QH8,SPACA5,Sperm acrosome-associated protein 5
Q5M775,SPECC1,Sperm antigen with calponin homology and coiled-coil domains 1
Q9Y4P9,SPEF1,Sperm flagellar protein 1
P04553,PRM1,Sperm protamine P1
Q9NS26,SPANXA1,Sperm protein associated with the nucleus on the X chromosome A
Q9NY87,SPANXC,Sperm protein associated with the nucleus on the X chromosome C
Q5MJ10,SPANXN2,Sperm protein associated with the nucleus on the X chromosome N2
Q5MJ09,SPANXN3,Sperm protein associated with the nucleus on the X chromosome N3
Q5MJ08,SPANXN4,Sperm protein associated with the nucleus on the X chromosome N4
Q15506,SPA17,Sperm surface protein Sp17
Q6PDA7,SPAG11A,Sperm-associated antigen 11A
Q08648,SPAG11B,Sperm-associated antigen 11B
Q8N0X2,SPAG16,Sperm-associated antigen 16 protein
O75602,SPAG6,Sperm-associated antigen 6
O75391,SPAG7,Sperm-associated antigen 7
Q3KNT9,TMEM95,Sperm-egg fusion protein TMEM95
P28290,ITPRID2,Sperm-specific antigen 2
Q9NX45,SOHLH2,Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 2
Q9BXB7,SPATA16,Spermatogenesis-associated protein 16
Q8TB22,SPATA20,Spermatogenesis-associated protein 20
Q8NHS9,SPATA22,Spermatogenesis-associated protein 22
Q86W54,SPATA24,Spermatogenesis-associated protein 24
Q8NHX4,SPATA3,Spermatogenesis-associated protein 3
Q96N06,SPATA33,Spermatogenesis-associated protein 33
Q8NEY3,SPATA4,Spermatogenesis-associated protein 4
Q537H7,SPATA45,Spermatogenesis-associated protein 45
Q5T0L3,SPATA46,Spermatogenesis-associated protein 46
Q8NB90,SPATA5,Spermatogenesis-associated protein 5
Q9BWV2,SPATA9,Spermatogenesis-associated protein 9
P19623,SRM,Spermidine synthase
P52788,SMS,Spermine synthase
Q9BT56,SPX,Spexin
P17405,SMPD1,Sphingomyelin phosphodiesterase
Q9NY59,SMPD3,Sphingomyelin phosphodiesterase 3
Q9NYA1,SPHK1,Sphingosine kinase 1
Q9NRA0,SPHK2,Sphingosine kinase 2
Q96BD8,SKA1,Spindle and kinetochore-associated protein 1
Q9Y657,SPIN1,Spindlin-1
Q9BPZ2,SPIN2B,Spindlin-2B
Q5JUX0,SPIN3,Spindlin-3
Q56A73,SPIN4,Spindlin-4
Q9NZ20,PLA2G3,sPLA(2)-III
Q9BZM1,PLA2G12A,sPLA(2)-XII
Q13838,DDX39B,Spliceosome RNA helicase DDX39B
Q15637,SF1,Splicing factor 1
Q15459,SF3A1,Splicing factor 3A subunit 1
Q12874,SF3A3,Splicing factor 3A subunit 3
O75533,SF3B1,Splicing factor 3B subunit 1
Q15393,SF3B3,Splicing factor 3B subunit 3
Q15427,SF3B4,Splicing factor 3B subunit 4
Q9Y3B4,SF3B6,Splicing factor 3B subunit 6
Q96I25,RBM17,Splicing factor 45
P26368,U2AF2,Splicing factor U2AF 65 kDa subunit
Q07955,SRSF1,"Splicing factor, arginine/serine-rich 1"
P23246,SFPQ,"Splicing factor, proline- and glutamine-rich"
Q9HCB6,SPON1,Spondin-1
Q9HCB6,SPON1,Spondin-1
Q9BUD6,SPON2,Spondin-2
Q7Z699,SPRED1,"Sprouty-related, EVH1 domain-containing protein 1"
Q7Z698,SPRED2,"Sprouty-related, EVH1 domain-containing protein 2"
Q9C004,SPRY4,SPROUTY4
Q8NCJ5,SPRYD3,SPRY domain-containing protein 3
Q96BD6,SPSB1,SPRY domain-containing SOCS box protein 1
Q96A44,SPSB4,SPRY domain-containing SOCS box protein 4
P37268,FDFT1,Squalene synthase
P29508,SERPINB3,Squamous cell carcinoma antigen 1
Q15020,SART3,Squamous cell carcinoma antigen recognized by T-cells 3
Q9GZT3,SLIRP,"SRA stem-loop-interacting RNA-binding protein, mitochondrial"
O75563,SKAP2,Src kinase-associated phosphoprotein 2
Q14247,CTTN,Src substrate cortactin
Q13239,SLA,SRC-like-adapter
Q9H6Q3,SLA2,Src-like-adapter 2
Q9UPE1,SRPK3,SRSF protein kinase 3
Q99909,SSX3,SSX3 protein
Q9NY15,STAB1,Stabilin-1
Q8WWQ8,STAB2,Stabilin-2
O95630,STAMBP,STAM-binding protein
O75324,SNN,Stannin
P52823,STC1,Stanniocalcin-1
O76061,STC2,Stanniocalcin-2
O76061,STC2,Stanniocalcin-2
Q7KZF4,SND1,Staphylococcal nuclease domain-containing protein 1
Q9Y3M8,STARD13,StAR-related lipid transfer protein 13
Q9NSY2,STARD5,StAR-related lipid transfer protein 5
Q9NQZ5,STARD7,"StAR-related lipid transfer protein 7, mitochondrial"
Q9Y365,STARD10,START domain-containing protein 10
P02808,STATH,Statherin
P16949,STMN1,Stathmin
H3BQB6,STMND1,Stathmin domain-containing protein 1
Q93045,STMN2,Stathmin-2
Q9NZ72,STMN3,Stathmin-3
Q9H169,STMN4,Stathmin-4
Q7RTN6,STRADA,STE20-related kinase adapter protein alpha
Q9UEW8,STK39,STE20/SPS1-related proline-alanine-rich protein kinase
Q9Y240,CLEC11A,Stem cell growth factor-alpha
Q9Y240,CLEC11A,Stem cell growth factor-beta
Q6SZW1,SARM1,Sterile alpha and TIR motif-containing protein 1
Q8N8I0,SAMD12,Sterile alpha motif domain-containing protein 12
Q9P1V8,SAMD15,Sterile alpha motif domain-containing protein 15
Q8N6K7,SAMD3,Sterile alpha motif domain-containing protein 3
Q5PRF9,SAMD4B,Sterile alpha motif domain-containing protein 4B
Q5TGI4,SAMD5,Sterile alpha motif domain-containing protein 5
P05093,CYP17A1,"Steroid 17-alpha-hydroxylase/17,20 lyase"
P08686,CYP21A2,Steroid 21-hydroxylase
P11474,ESRRA,Steroid hormone receptor ERR1
Q9HD15,SRA1,Steroid receptor RNA activator 1
P08842,STS,Steroid sulfatase
P49675,STAR,"Steroidogenic acute regulatory protein, mitochondrial"
Q13285,NR5A1,Steroidogenic factor 1
Q15738,NSDHL,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"
Q7Z7C7,STRA8,Stimulated by retinoic acid gene 8 protein homolog
Q9UBI4,STOML1,Stomatin-like protein 1
Q9UJZ1,STOML2,"Stomatin-like protein 2, mitochondrial"
Q9UJZ1,STOML2,"Stomatin-like protein 2, mitochondrial"
Q9Y6Q2,STON1,Stonin-1
Q96BY9,SARAF,Store-operated calcium entry-associated regulatory factor
Q6ZVD7,STOX1,Storkhead-box protein 1
P38646,HSPA9,"Stress-70 protein, mitochondrial"
P31948,STIP1,Stress-induced-phosphoprotein 1
Q15772,SPEG,Striated muscle preferentially expressed protein kinase
O43815,STRN,Striatin
Q13033,STRN3,Striatin-3
Q9NRL3,STRN4,Striatin-4
P48061,CXCL12,Stromal cell-derived factor 1
P48061,CXCL12,Stromal cell-derived factor 1
P48061,CXCL12,Stromal cell-derived factor 1
P48061,CXCL12,Stromal cell-derived factor 1beta
P48061,CXCL12,Stromal cell-derived factor 1beta
Q99470,SDF2,Stromal cell-derived factor 2
Q9HCN8,SDF2L1,Stromal cell-derived factor 2-like protein 1
Q13586,STIM1,Stromal interaction molecule 1:Cytoplasmic domain
Q13586,STIM1,Stromal interaction molecule 1:Extracellular domain
Q9P246,STIM2,Stromal interaction molecule 2
Q9P246,STIM2,Stromal interaction molecule 2
Q8IYB5,SMAP1,Stromal membrane-associated protein 1
P08254,MMP3,Stromelysin-1
P09238,MMP10,Stromelysin-2
P09238,MMP10,Stromelysin-2
Q9UQE7,SMC3,Structural maintenance of chromosomes protein 3
Q99954,SMR3A,Submaxillary gland androgen-regulated protein 3A
P25103,TACR1,Substance-P receptor
P21912,SDHB,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"
A6NFY7,SDHAF1,"Succinate dehydrogenase assembly factor 1, mitochondrial"
Q9NX18,SDHAF2,"Succinate dehydrogenase assembly factor 2, mitochondrial"
Q9NX18,SDHAF2,"Succinate dehydrogenase assembly factor 2, mitochondrial"
Q9NRP4,SDHAF3,"Succinate dehydrogenase assembly factor 3, mitochondrial"
P51649,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial"
Q9P2R7,SUCLA2,Succinyl-CoA ligase
P55809,OXCT1,"Succinyl-CoA:3-ketoacid-coenzyme A transferase 1, mitochondrial"
Q9BRV3,SLC50A1,Sugar transporter SWEET1
Q8NBK3,SUMF1,Sulfatase-modifying factor 1
Q8NBJ7,SUMF2,Sulfatase-modifying factor 2
Q8NBJ7,SUMF2,Sulfatase-modifying factor 2
O00391,QSOX1,Sulfhydryl oxidase 1
O00391,QSOX1,Sulfhydryl oxidase 1
Q6ZRP7,QSOX2,Sulfhydryl oxidase 2
Q9BYN0,SRXN1,Sulfiredoxin-1
P51687,SUOX,"Sulfite oxidase, mitochondrial"
P0DMM9,SULT1A3,Sulfotransferase 1A3
O00338,SULT1C2,Sulfotransferase 1C2
O75897,SULT1C4,Sulfotransferase 1C4
Q9BR01,SULT4A1,Sulfotransferase 4A1
Q6IMI4,SULT6B1,Sulfotransferase 6B1
O43704,SULT1B1,Sulfotransferase family cytosolic 1B member 1
O00204,SULT2B1,Sulfotransferase family cytosolic 2B member 1
P50225,SULT1A1,SULT 1A1*2
P50226,SULT1A2,SULT 1A2*1
Q9UBT2,UBA2,SUMO-activating enzyme subunit 2
P63279,UBE2I,SUMO-conjugating enzyme UBC9
Q8TAQ9,SUN3,SUN domain-containing protein 3
Q8TC36,SUN5,SUN domain-containing protein 5
P00441,SOD1,Superoxide dismutase [Cu-Zn]
P04179,SOD2,"Superoxide dismutase [Mn], mitochondrial"
Q5SSQ6,SAPCD1,Suppressor APC domain-containing protein 1
Q86UD0,SAPCD2,Suppressor APC domain-containing protein 2
O15524,SOCS1,Suppressor of cytokine signaling 1
O14543,SOCS3,Suppressor of cytokine signaling 3
Q8WXH5,SOCS4,Suppressor of cytokine signaling 4
O75159,SOCS5,Suppressor of cytokine signaling 5
O14544,SOCS6,Suppressor of cytokine signaling 6
O14512,SOCS7,Suppressor of cytokine signaling 7
Q9UMX1,SUFU,Suppressor of fused homolog
Q9Y5Y6,ST14,Suppressor of tumorigenicity 14 protein
Q6UWP8,SBSN,Suprabasin
Q6UW10,SFTA2,Surfactant-associated protein 2
P0C7M3,SFTA3,Surfactant-associated protein 3
Q15526,SURF1,Surfeit locus protein 1
Q15527,SURF2,Surfeit locus protein 2
Q8IWZ8,SUGP1,SURP and G-patch domain-containing protein 1
Q16637,SMN1,Survival motor neuron protein
O75940,SMNDC1,Survival of motor neuron-related-splicing factor 30
Q6UWL2,SUSD1,Sushi domain-containing protein 1
Q6UWL2,SUSD1,Sushi domain-containing protein 1
Q96L08,SUSD3,Sushi domain-containing protein 3
Q5VX71,SUSD4,Sushi domain-containing protein 4
O60279,SUSD5,Sushi domain-containing protein 5
Q92537,SUSD6,Sushi domain-containing protein 6
Q4LDE5,SVEP1,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:EGF-like domains 4-6"
Q4LDE5,SVEP1,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:Sushi 15-18"
Q92922,SMARCC1,SWI/SNF complex subunit SMARCC1
P51531,SMARCA2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin
Q9H4L7,SMARCAD1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1
Q12824,SMARCB1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
Q96GM5,SMARCD1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1
Q969G3,SMARCE1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1
Q9P0W2,HMG20B,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related
Q9UH65,SWAP70,Switch-associated protein 70
Q96A49,SYAP1,Synapse-associated protein 1
Q96A49,SYAP1,Synapse-associated protein 1
P17600,SYN1,Synapsin-1
O14994,SYN3,Synapsin-3
Q7L0J3,SV2A,Synaptic vesicle glycoprotein 2A
Q99536,VAT1,Synaptic vesicle membrane protein VAT-1 homolog
Q9HCJ6,VAT1L,Synaptic vesicle membrane protein VAT-1 homolog-like
Q05940,SLC18A2,Synaptic vesicular amine transporter
O15498,YKT6,Synaptobrevin homolog YKT6
O43760,SYNGR2,Synaptogyrin-2
O43761,SYNGR3,Synaptogyrin-3
O43426,SYNJ1,Synaptojanin-1
O15056,SYNJ2,Synaptojanin-2
P57105,SYNJ2BP,Synaptojanin-2-binding protein
Q8N0S2,SYCE1,Synaptonemal complex central element protein 1
A8MT33,SYCE1L,Synaptonemal complex central element protein 1-like
Q6PIF2,SYCE2,Synaptonemal complex central element protein 2
Q15431,SYCP1,Synaptonemal complex protein 1
Q8IZU3,SYCP3,Synaptonemal complex protein 3
Q8TBG9,SYNPR,Synaptoporin
O00161,SNAP23,Synaptosomal-associated protein 23
P60880,SNAP25,Synaptosomal-associated protein 25
O95721,SNAP29,Synaptosomal-associated protein 29
P21579,SYT1,Synaptotagmin-1
Q9BT88,SYT11,Synaptotagmin-11
Q8IV01,SYT12,Synaptotagmin-12
Q7L8C5,SYT13,Synaptotagmin-13
Q9BSW7,SYT17,Synaptotagmin-17
Q8N9I0,SYT2,Synaptotagmin-2
Q9BQG1,SYT3,Synaptotagmin-3
Q9H2B2,SYT4,Synaptotagmin-4
O00445,SYT5,Synaptotagmin-5
Q5T7P8,SYT6,Synaptotagmin-6
O43581,SYT7,Synaptotagmin-7
Q8NBV8,SYT8,Synaptotagmin-8
Q86SS6,SYT9,Synaptotagmin-9
Q8IYJ3,SYTL1,Synaptotagmin-like protein 1
Q9HCH5,SYTL2,Synaptotagmin-like protein 2
Q4VX76,SYTL3,Synaptotagmin-like protein 3
Q96C24,SYTL4,Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 1
Q96C24,SYTL4,Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 2
Q9UQF0,ERVW-1,Syncytin-1
O75056,SDC3,Syndecan-3
Q9NPQ8,RIC8A,Synembryn-A
Q16385,SSX2,"Synovial sarcoma, X breakpoint 2"
O60224,SSX4,"synovial sarcoma, X breakpoint 4"
Q9Y6H5,SNCAIP,Synphilin-1
Q9NX95,SYBU,Syntabulin
O15079,SNPH,Syntaphilin
O60499,STX10,Syntaxin-10
Q86Y82,STX12,Syntaxin-12
O14662,STX16,Syntaxin-16
P56962,STX17,Syntaxin-17
Q9P2W9,STX18,Syntaxin-18
Q16623,STX1A,Syntaxin-1A
Q16623,STX1A,Syntaxin-1A
P61266,STX1B,Syntaxin-1B
P32856,STX2,Syntaxin-2
Q13277,STX3,Syntaxin-3
Q12846,STX4,Syntaxin-4
Q13190,STX5,Syntaxin-5
O43752,STX6,Syntaxin-6
O15400,STX7,Syntaxin-7
Q9UNK0,STX8,Syntaxin-8
P61764,STXBP1,Syntaxin-binding protein 1
O00186,STXBP3,Syntaxin-binding protein 3
Q6ZWJ1,STXBP4,Syntaxin-binding protein 4
Q8NFX7,STXBP6,Syntaxin-binding protein 6
O00560,SDCBP,Syntenin-1
Q9H190,SDCBP2,Syntenin-2
Q9H190,SDCBP2,Syntenin-2
P01848,TRAC,T cell receptor alpha constant
A0A5B9,TRBC2,T cell receptor beta constant 2
O15178,TBXT,T-box transcription factor T
O43435,TBX1,T-box transcription factor TBX1
O60806,TBX19,T-box transcription factor TBX19
Q9UL17,TBX21,T-box transcription factor TBX21
Q9Y458,TBX22,T-box transcription factor TBX22
O15119,TBX3,T-box transcription factor TBX3
Q99593,TBX5,T-box transcription factor TBX5
Q8N3R3,TCAIM,"T-cell activation inhibitor, mitochondrial"
Q8N103,TAGAP,T-cell activation Rho GTPase-activating protein
Q16559,TAL2,T-cell acute lymphocytic leukemia protein 2
P09564,CD7,T-cell antigen CD7
Q96H15,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4
Q495A1,TIGIT,T-cell immunoreceptor with Ig and ITIM domains
Q495A1,TIGIT,T-cell immunoreceptor with Ig and ITIM domains
O43711,TLX3,T-cell leukemia homeobox protein 3
P56279,TCL1A,T-cell leukemia/lymphoma protein 1A
O95988,TCL1B,T-cell leukemia/lymphoma protein 1B
Q6PIZ9,TRAT1,T-cell receptor-associated transmembrane adapter 1
P06729,CD2,T-cell surface antigen CD2
P06126,CD1A,T-cell surface glycoprotein CD1a
P29016,CD1B,T-cell surface glycoprotein CD1b
P29017,CD1C,T-cell surface glycoprotein CD1c
P15812,CD1E,"T-cell surface glycoprotein CD1e, membrane-associated"
P15812,CD1E,"T-cell surface glycoprotein CD1e, membrane-associated"
P04234,CD3D,T-cell surface glycoprotein CD3 delta chain
P07766,CD3E,T-cell surface glycoprotein CD3 epsilon chain
P07766,CD3E,T-cell surface glycoprotein CD3 epsilon chain
P09693,CD3G,T-cell surface glycoprotein CD3 gamma chain
P20963,CD247,T-cell surface glycoprotein CD3 zeta chain
P20963,CD247,T-cell surface glycoprotein CD3 zeta chain
P01730,CD4,T-cell surface glycoprotein CD4
P06127,CD5,T-cell surface glycoprotein CD5
P06127,CD5,T-cell surface glycoprotein CD5:Cytoplasmic domain
P06127,CD5,T-cell surface glycoprotein CD5:Extracellular domain
P01732,CD8A,T-cell surface glycoprotein CD8 alpha chain
P01732,CD8A,T-cell surface glycoprotein CD8 alpha chain
P10966,CD8B,T-cell surface glycoprotein CD8 beta chain
P40200,CD96,T-cell surface protein tactile
B6A8C7,TARM1,"T-cell-interacting, activating receptor on myeloid cells protein 1"
P17987,TCP1,T-complex protein 1 subunit alpha
P78371,CCT2,T-complex protein 1 subunit beta
P48643,CCT5,T-complex protein 1 subunit epsilon
Q99832,CCT7,T-complex protein 1 subunit eta
P50990,CCT8,T-complex protein 1 subunit theta
Q96SF2,CCT8L2,T-complex protein 1 subunit theta-like 2
P40227,CCT6A,T-complex protein 1 subunit zeta
Q92526,CCT6B,T-complex protein 1 subunit zeta-2
