UniProt ID	Gene	Protein name
O00161	SNAP23	Synaptosomal-associated protein 23
P60880	SNAP25	Synaptosomal-associated protein 25
O95721	SNAP29	Synaptosomal-associated protein 29
P21579	SYT1	Synaptotagmin-1
Q9BT88	SYT11	Synaptotagmin-11
Q8IV01	SYT12	Synaptotagmin-12
Q7L8C5	SYT13	Synaptotagmin-13
Q9BSW7	SYT17	Synaptotagmin-17
Q8N9I0	SYT2	Synaptotagmin-2
Q9H2B2	SYT4	Synaptotagmin-4
O00445	SYT5	Synaptotagmin-5
Q5T7P8	SYT6	Synaptotagmin-6
O43581	SYT7	Synaptotagmin-7
Q8NBV8	SYT8	Synaptotagmin-8
Q86SS6	SYT9	Synaptotagmin-9
Q8IYJ3	SYTL1	Synaptotagmin-like protein 1
Q9HCH5	SYTL2	Synaptotagmin-like protein 2
Q96C24	SYTL4	Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 1
Q96C24	SYTL4	Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 2
O75056	SDC3	Syndecan-3
Q9NPQ8	RIC8A	Synembryn-A
O60224	SSX4	"synovial sarcoma, X breakpoint 4"
Q9Y6H5	SNCAIP	Synphilin-1
O15079	SNPH	Syntaphilin
O60499	STX10	Syntaxin-10
Q86Y82	STX12	Syntaxin-12
P56962	STX17	Syntaxin-17
Q9P2W9	STX18	Syntaxin-18
Q16623	STX1A	Syntaxin-1A
Q16623	STX1A	Syntaxin-1A
P61266	STX1B	Syntaxin-1B
P32856	STX2	Syntaxin-2
Q13277	STX3	Syntaxin-3
Q12846	STX4	Syntaxin-4
O43752	STX6	Syntaxin-6
O15400	STX7	Syntaxin-7
Q9UNK0	STX8	Syntaxin-8
Q6ZWJ1	STXBP4	Syntaxin-binding protein 4
Q8NFX7	STXBP6	Syntaxin-binding protein 6
O00560	SDCBP	Syntenin-1
Q9H190	SDCBP2	Syntenin-2
Q9H190	SDCBP2	Syntenin-2
Q9Y458	TBX22	T-box transcription factor TBX22
O15119	TBX3	T-box transcription factor TBX3
Q99593	TBX5	T-box transcription factor TBX5
P09564	CD7	T-cell antigen CD7
Q96H15	TIMD4	T-cell immunoglobulin and mucin domain-containing protein 4
Q495A1	TIGIT	T-cell immunoreceptor with Ig and ITIM domains
Q495A1	TIGIT	T-cell immunoreceptor with Ig and ITIM domains
P56279	TCL1A	T-cell leukemia/lymphoma protein 1A
O95988	TCL1B	T-cell leukemia/lymphoma protein 1B
Q6PIZ9	TRAT1	T-cell receptor-associated transmembrane adapter 1
P06729	CD2	T-cell surface antigen CD2
P06126	CD1A	T-cell surface glycoprotein CD1a
P29016	CD1B	T-cell surface glycoprotein CD1b
P07766	CD3E	T-cell surface glycoprotein CD3 epsilon chain
P07766	CD3E	T-cell surface glycoprotein CD3 epsilon chain
P09693	CD3G	T-cell surface glycoprotein CD3 gamma chain
P20963	CD247	T-cell surface glycoprotein CD3 zeta chain
P20963	CD247	T-cell surface glycoprotein CD3 zeta chain
P01730	CD4	T-cell surface glycoprotein CD4
P06127	CD5	T-cell surface glycoprotein CD5:Cytoplasmic domain
P06127	CD5	T-cell surface glycoprotein CD5:Extracellular domain
P01732	CD8A	T-cell surface glycoprotein CD8 alpha chain
P01732	CD8A	T-cell surface glycoprotein CD8 alpha chain
P10966	CD8B	T-cell surface glycoprotein CD8 beta chain
P40200	CD96	T-cell surface protein tactile
P17987	TCP1	T-complex protein 1 subunit alpha
P48643	CCT5	T-complex protein 1 subunit epsilon
Q99832	CCT7	T-complex protein 1 subunit eta
P50990	CCT8	T-complex protein 1 subunit theta
Q12799	TCP10L3	T-complex protein 10A homolog
B9ZVM9	TCP10L2	T-complex protein 10A homolog 2
Q8WWU5	TCP11	T-complex protein 11 homolog
Q9NUJ3	TCP11L1	T-complex protein 11-like protein 1
P33681	CD80	T-lymphocyte activation antigen CD80
P33681	CD80	T-lymphocyte activation antigen CD80
P42081	CD86	T-lymphocyte activation antigen CD86
P42081	CD86	T-lymphocyte activation antigen CD86
Q9HBG7	LY9	T-lymphocyte surface antigen Ly-9
Q13009	TIAM1	T-lymphoma invasion and metastasis-inducing protein 1
Q8IVF5	TIAM2	T-lymphoma invasion and metastasis-inducing protein 2
Q96NA8	TSNARE1	t-SNARE domain-containing protein 1
Q86UU9	TAC4	Tachykinin-4
Q9Y4G6	TLN2	Talin-2
O95271	TNKS	Tankyrase-1
O15533	TAPBP	Tapasin
Q9BX59	TAPBPL	Tapasin-related protein
Q13148	TARDBP	TAR DNA-binding protein 43
O60784	TOM1	Target of Myb protein 1
P13686	ACP5	Tartrate-resistant acid phosphatase type 5
P62380	TBPL1	TATA box-binding protein-like protein 1
Q92804	TAF15	TATA-binding protein-associated factor 2N
Q92804	TAF15	TATA-binding protein-associated factor 2N
P20226	TBP	TATA-box-binding protein
Q86VP1	TAX1BP1	Tax1-binding protein 1
O14907	TAX1BP3	Tax1-binding protein 3
Q9NVG8	TBC1D13	TBC1 domain family member 13
Q96BZ9	TBC1D20	TBC1 domain family member 20
Q9NU19	TBC1D22B	TBC1 domain family member 22B
Q9ULP9	TBC1D24	TBC1 domain family member 24
Q3MII6	TBC1D25	TBC1 domain family member 25
Q2M2D7	TBC1D28	TBC1 domain family member 28
Q92609	TBC1D5	TBC1 domain family member 5
Q96GX1	TCTN2	Tectonic-2
O15273	TCAP	Telethonin
Q8NHR7	TERB2	Telomere repeats-binding bouquet formation protein 2
P54274	TERF1	Telomeric repeat-binding factor 1
P24821	TNC	Tenascin
P24821	TNC	Tenascin
Q92752	TNR	Tenascin-R
P22105	TNXB	Tenascin-X
Q9NT68	TENM2	Teneurin-2
Q9P273	TENM3	Teneurin-3
Q6N022	TENM4	Teneurin-4
Q9H2S6	TNMD	Tenomodulin
Q63HR2	TNS2	Tensin-2
Q8IZW8	TNS4	Tensin-4
P13385	TDGF1	Teratocarcinoma-derived growth factor 1
Q9BSI4	TINF2	TERF1-interacting nuclear factor 2
Q08629	SPOCK1	Testican-1
Q08629	SPOCK1	Testican-1
Q92563	SPOCK2	Testican-2
Q9BQ16	SPOCK3	Testican-3
Q9BZQ2	SHCBP1L	Testicular spindle-associated protein SHCBP1L
Q9UGI8	TES	Testin
Q5JUR7	TEX30	Testis-expressed protein 30
Q8N6K0	TEX29	Testis-expressed sequence 29 protein
Q9Y6F8	CDY1	Testis-specific chromodomain protein Y 1
Q9BXA7	TSSK1B	Testis-specific serine/threonine-protein kinase 1
Q96PF2	TSSK2	Testis-specific serine/threonine-protein kinase 2
Q9BZE9	ASPSCR1	Tether containing UBX domain for GLUT4
P05452	CLEC3B	Tetranectin
Q99614	TTC1	Tetratricopeptide repeat protein 1
Q96AE7	TTC17	Tetratricopeptide repeat protein 17:Tetratricopeptide repeat 2
Q96AE7	TTC17	Tetratricopeptide repeat protein 17:Tetratricopeptide repeat 3
Q96NG3	ODAD4	Tetratricopeptide repeat protein 25
Q6P3X3	TTC27	Tetratricopeptide repeat protein 27
Q5I0X7	TTC32	Tetratricopeptide repeat protein 32
Q6PID6	TTC33	Tetratricopeptide repeat protein 33
A6NLP5	TTC36	Tetratricopeptide repeat protein 36
Q92623	TTC9	Tetratricopeptide repeat protein 9A
Q8N6N2	TTC9B	Tetratricopeptide repeat protein 9B
P36897	TGFBR1	TGF-beta receptor type-1
P37173	TGFBR2	TGF-beta receptor type-2
Q96EK4	THAP11	THAP domain-containing protein 11
Q9H0W7	THAP2	THAP domain-containing protein 2
Q8WY91	THAP4	THAP domain-containing protein 4
Q9H3S4	TPK1	Thiamin pyrophosphokinase 1
Q9BU02	THTPA	Thiamine-triphosphatase
P52888	THOP1	Thimet oligopeptidase
P51580	TPMT	Thiopurine S-methyltransferase
P10599	TXN	Thioredoxin
Q9H3N1	TMX1	Thioredoxin domain-containing protein 1
Q6PKC3	TXNDC11	Thioredoxin domain-containing protein 11:C-term
Q6PKC3	TXNDC11	Thioredoxin domain-containing protein 11:N-term
O95881	TXNDC12	Thioredoxin domain-containing protein 12
O95881	TXNDC12	Thioredoxin domain-containing protein 12
Q96J42	TXNDC15	Thioredoxin domain-containing protein 15
Q8N427	NME8	Thioredoxin domain-containing protein 3
Q8NBS9	TXNDC5	Thioredoxin domain-containing protein 5
O14530	TXNDC9	Thioredoxin domain-containing protein 9
Q16881	TXNRD1	"Thioredoxin reductase 1, cytoplasmic"
P30048	PRDX3	"Thioredoxin-dependent peroxide reductase, mitochondrial"
Q9H3M7	TXNIP	Thioredoxin-interacting protein
O43396	TXNL1	Thioredoxin-like protein 1
P83876	TXNL4A	Thioredoxin-like protein 4A
Q9NX01	TXNL4B	Thioredoxin-like protein 4B
Q9Y320	TMX2	Thioredoxin-related transmembrane protein 2
Q16762	TST	Thiosulfate sulfurtransferase
Q8NFU3	TSTD1	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1
Q96FV9	THOC1	THO complex subunit 1
Q9BQ50	TREX2	Three prime repair exonuclease 2
P26639	TARS1	"Threonine--tRNA ligase, cytoplasmic"
P00734	F2	Thrombin
P40225	THPO	Thrombopoietin
P40225	THPO	Thrombopoietin
P40238	MPL	Thrombopoietin Receptor
Q9NS62	THSD1	Thrombospondin type-1 domain-containing protein 1
Q9UPZ6	THSD7A	Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 17
Q9UPZ6	THSD7A	Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 6
P07996	THBS1	Thrombospondin-1
P35442	THBS2	Thrombospondin-2
P35442	THBS2	Thrombospondin-2
P49746	THBS3	Thrombospondin-3
P35443	THBS4	Thrombospondin-4
Q8WU66	TSPEAR	Thrombospondin-type laminin G domain and EAR repeat-containing protein
P24557	TBXAS1	Thromboxane-A synthase
P04216	THY1	Thy-1 membrane glycoprotein
Q969D9	TSLP	Thymic stromal lymphopoietin
O00142	TK2	"Thymidine kinase 2, mitochondrial"
P04183	TK1	"Thymidine kinase, cytosolic"
P19971	TYMP	Thymidine phosphorylase
P23919	DTYMK	Thymidylate kinase
P04818	TYMS	Thymidylate synthase
Q9P016	THYN1	Thymocyte nuclear protein 1
P01266	TG	Thyroglobulin
P10827	THRA	Thyroid hormone receptor alpha
P10828	THRB	Thyroid hormone receptor beta
P07202	TPO	Thyroid peroxidase
P01222 | P01215	TSHB | CGA	Thyroid Stimulating Hormone
Q9P031	CCDC59	Thyroid transcription factor 1-associated protein 26
Q10587	TEF	Thyrotroph embryonic factor
P16473	TSHR	Thyrotropin receptor
P05543	SERPINA7	Thyroxine-binding globulin
Q07157	TJP1	Tight junction protein ZO-1
Q9BVW5	TIPIN	TIMELESS-interacting protein
O75663	TIPRL	TIP41-like protein
Q86XR7	TICAM2	TIR domain-containing adapter molecule 2
P13726	F3	Tissue Factor
P10646	TFPI	Tissue factor pathway inhibitor
P48307	TFPI2	Tissue factor pathway inhibitor 2
P00750	PLAT	Tissue-type plasminogen activator
Q8WZ42	TTN	Titin
A0PJX2	TLDC2	TLD domain-containing protein 2
Q7L0X0	TRIL	TLR4 interactor with leucine rich repeats:Cytoplasmic domain
Q7L0X0	TRIL	TLR4 interactor with leucine rich repeats:Extracellular domain
Q9BX74	TM2D1	TM2 domain-containing protein 1
Q13077	TRAF1	TNF receptor-associated factor 1
Q9BUZ4	TRAF4	TNF receptor-associated factor 4
Q9BUZ4	TRAF4	TNF receptor-associated factor 4
Q15025	TNIP1	TNFAIP3-interacting protein 1
Q9H0E2	TOLLIP	Toll-interacting protein
Q15399	TLR1	Toll-like receptor 1:Cytoplasmic domain
Q15399	TLR1	Toll-like receptor 1:Extracellular domain
Q9BXR5	TLR10	Toll-like receptor 10
O60603	TLR2	Toll-like receptor 2
O15455	TLR3	Toll-like receptor 3
O00206	TLR4	Toll-like receptor 4
O00206 | Q9Y6Y9	TLR4 | LY96	Toll-like receptor 4:Lymphocyte antigen 96 complex
O60602	TLR5	Toll-like receptor 5
P58753	TIRAP	Toll/interleukin-1 receptor domain-containing adapter protein
O43897	TLL1	Tolloid-like protein 1
O75674	TOM1L1	TOM1-like protein 1
Q6ZVM7	TOM1L2	TOM1-like protein 2
Q6UXN7	TOMM20L	TOMM20-like protein 1
Q8IYR6	TMEFF1	Tomoregulin-1
Q5JTV8	TOR1AIP1	Torsin-1A-interacting protein 1:Nuclear domain
Q5JTV8	TOR1AIP1	Torsin-1A-interacting protein 1:Perinuclear domain
Q8NFQ8	TOR1AIP2	Torsin-1A-interacting protein 2
Q9NXH8	TOR4A	Torsin-4A
O15405	TOX3	TOX high mobility group box family member 3
O43715	TRIAP1	TP53-regulated inhibitor of apoptosis 1
Q56UQ5	FLJ44635	TPT1-like protein
Q9H4I3	TRABD	TraB domain-containing protein
Q92844	TANK	TRAF family member-associated NF-kappa-B activator
Q96CG3	TIFA	TRAF-interacting protein with FHA domain-containing protein A
A5PLN9	TRAPPC13	Trafficking protein particle complex subunit 13
P0DI81	TRAPPC2	Trafficking protein particle complex subunit 2
O43617	TRAPPC3	Trafficking protein particle complex subunit 3
Q9Y296	TRAPPC4	Trafficking protein particle complex subunit 4
Q8IUR0	TRAPPC5	Trafficking protein particle complex subunit 5
O75865	TRAPPC6A	Trafficking protein particle complex subunit 6A
Q86SZ2	TRAPPC6B	Trafficking protein particle complex subunit 6B
Q96EM0	L3HYPDH	Trans-3-hydroxy-L-proline dehydratase
P37837	TALDO1	Transaldolase
P20061	TCN1	Transcobalamin-1
P20061	TCN1	Transcobalamin-1
P20062	TCN2	Transcobalamin-2
Q96HZ4	HES6	Transcription cofactor HES-6
Q14135	VGLL4	Transcription cofactor vestigial-like protein 4
P23193	TCEA1	Transcription elongation factor A protein 1
Q15560	TCEA2	Transcription elongation factor A protein 2
Q15560	TCEA2	Transcription elongation factor A protein 2
O75764	TCEA3	Transcription elongation factor A protein 3
Q15170	TCEAL1	Transcription elongation factor A protein-like 1
Q9H3H9	TCEAL2	Transcription elongation factor A protein-like 2
Q969E4	TCEAL3	Transcription elongation factor A protein-like 3
Q96EI5	TCEAL4	Transcription elongation factor A protein-like 4
Q5H9L2	TCEAL5	Transcription elongation factor A protein-like 5
Q9BRU2	TCEAL7	Transcription elongation factor A protein-like 7
Q8IYN2	TCEAL8	Transcription elongation factor A protein-like 8
Q99081	TCF12	Transcription factor 12
O43680	TCF21	Transcription factor 21
Q7RTU0	TCF24	Transcription factor 24
P15884	TCF4	Transcription factor 4
Q00059	TFAM	"Transcription factor A, mitochondrial"
P05412	JUN	Transcription factor AP-1
Q9NZI6	TFCP2L1	Transcription factor CP2-like protein 1
Q9Y603	ETV7	Transcription factor ETV7
Q14469	HES1	Transcription factor HES-1
Q5TGS1	HES3	Transcription factor HES-3
Q5TA89	HES5	Transcription factor HES-5
Q92994	BRF1	Transcription factor IIIB 90 kDa subunit
Q92994	BRF1	Transcription factor IIIB 90 kDa subunit
P17535	JUND	Transcription factor jun-D
O15525	MAFG	Transcription factor MafG
P17947	SPI1	Transcription factor PU.1
Q01201	RELB	Transcription factor RelB
P56693	SOX10	Transcription factor SOX-10
P48431	SOX2	Transcription factor SOX-2
P35712	SOX6	Transcription factor SOX-6
Q3SY56	SP6	Transcription factor Sp6
A6H8Y1	BDP1	Transcription factor TFIIIB component B'' homolog
O15391	YY2	Transcription factor YY2
P52657	GTF2A2	Transcription initiation factor IIA subunit 2
Q00403	GTF2B	Transcription initiation factor IIB
P29084	GTF2E2	Transcription initiation factor IIE subunit beta
Q12962	TAF10	Transcription initiation factor TFIID subunit 10
Q16514	TAF12	Transcription initiation factor TFIID subunit 12
Q7Z7C8	TAF8	Transcription initiation factor TFIID subunit 8
Q13263	TRIM28	Transcription intermediary factor 1-beta
O14867	BACH1	Transcription regulator protein BACH1
Q9BYV9	BACH2	Transcription regulator protein BACH2
P10242	MYB	Transcriptional activator Myb
Q00577	PURA	Transcriptional activator protein Pur-alpha
Q96QR8	PURB	Transcriptional activator protein Pur-beta
Q96BN2	TADA1	Transcriptional adapter 1
O75478	TADA2A	Transcriptional adapter 2-alpha
O75528	TADA3	Transcriptional adapter 3
P46937	YAP1	Transcriptional coactivator YAP1
Q15561	TEAD4	Transcriptional enhancer factor TEF-3
Q99594	TEAD3	Transcriptional enhancer factor TEF-5
Q86T24	ZBTB33	Transcriptional regulator Kaiso
P49711	CTCF	Transcriptional repressor CTCF
P25490	YY1	Transcriptional repressor protein YY1
Q9Y4P3	TBL2	Transducin beta-like protein 2
P02786	TFRC	Transferrin receptor protein 1:Cytoplasmic domain
P02786	TFRC	Transferrin receptor protein 1:Extracellular domain
Q9UP52	TFR2	Transferrin receptor protein 2
P62995	TRA2B	Transformer-2 protein homolog beta
Q9Y6A5	TACC3	Transforming acidic coiled-coil-containing protein 3
Q03167	TGFBR3	Transforming growth factor beta receptor type 3
P01137	TGFB1	Transforming growth factor beta-1
P01137	TGFB1	Transforming growth factor beta-1
P01137	TGFB1	Transforming growth factor beta-1
P61812	TGFB2	Transforming growth factor beta-2
P10600	TGFB3	Transforming growth factor beta-3
Q15582	TGFBI	Transforming growth factor-beta-induced protein ig-h3
P61586	RHOA	Transforming protein RhoA
Q01995	TAGLN	Transgelin
Q01995	TAGLN	Transgelin
P37802	TAGLN2	Transgelin-2
P37802	TAGLN2	Transgelin-2
Q9UI15	TAGLN3	Transgelin-3
P55072	VCP	Transitional endoplasmic reticulum ATPase
P29401	TKT	Transketolase
Q14232	EIF2B1	Translation initiation factor eIF-2B subunit alpha
Q9H2K0	MTIF3	"Translation initiation factor IF-3, mitochondrial"
Q96EY4	TMA16	Translation machinery-associated protein 16
Q9BSH4	TACO1	Translational activator of cytochrome c oxidase 1
P13693	TPT1	Translationally-controlled tumor protein
P13693	TPT1	Translationally-controlled tumor protein
Q15631	TSN	Translin
P43307	SSR1	Translocon-associated protein subunit alpha
P43308	SSR2	Translocon-associated protein subunit beta
Q8N6Q1	TMCO5A	Transmembrane and coiled-coil domain-containing protein 5A
Q9ULS5	TMCC3	Transmembrane and coiled-coil domains protein 3:region 1
Q9ULS5	TMCC3	Transmembrane and coiled-coil domains protein 3:region 2
Q96BF3	TMIGD2	Transmembrane and immunoglobulin domain-containing protein 2
Q9BVT8	TMUB1	Transmembrane and ubiquitin-like domain-containing protein 1
Q71RG4	TMUB2	Transmembrane and ubiquitin-like domain-containing protein 2
P49755	TMED10	Transmembrane emp24 domain-containing protein 10
Q15363	TMED2	Transmembrane emp24 domain-containing protein 2
Q7Z7H5	TMED4	Transmembrane emp24 domain-containing protein 4
Q9BVK6	TMED9	Transmembrane emp24 domain-containing protein 9
O14668	PRRG1	Transmembrane gamma-carboxyglutamic acid protein 1:Cytoplasmic domain
O14668	PRRG1	"Transmembrane gamma-carboxyglutamic acid protein 1:Pro-form, Extracellular domain"
Q9BZD6	PRRG4	Transmembrane gamma-carboxyglutamic acid protein 4
Q14956	GPNMB	Transmembrane glycoprotein NMB:Cytoplasmic domain
Q14956	GPNMB	Transmembrane glycoprotein NMB:Extracellular domain
Q14956	GPNMB	Transmembrane glycoprotein NMB:Extracellular domain
Q14956	GPNMB	Transmembrane glycoprotein NMB:Extracellular domain
Q6ZMR5	TMPRSS11A	Transmembrane protease serine 11A
Q86T26	TMPRSS11B	Transmembrane protease serine 11B
O60235	TMPRSS11D	Transmembrane protease serine 11D
Q9H3S3	TMPRSS5	Transmembrane protease serine 5
Q8IU80	TMPRSS6	Transmembrane protease serine 6
Q96A25	TMEM106A	Transmembrane protein 106A
Q9NUM4	TMEM106B	Transmembrane protein 106B
Q6UXF1	TMEM108	Transmembrane protein 108
Q4V9L6	TMEM119	Transmembrane protein 119
Q24JP5	TMEM132A	Transmembrane protein 132A
Q14DG7	TMEM132B	Transmembrane protein 132B
Q8N3T6	TMEM132C	Transmembrane protein 132C:Cytoplasmic domain
Q8N3T6	TMEM132C	Transmembrane protein 132C:Extracellular domain
Q14C87	TMEM132D	Transmembrane protein 132D
Q6P9G4	TMEM154	Transmembrane protein 154
Q8NFB2	TMEM185A	Transmembrane protein 185A
Q8WZ59	TMEM190	Transmembrane protein 190
Q9UHN6	CEMIP2	Transmembrane protein 2
A6NGB7	TMEM221	Transmembrane protein 221
P0DP42	TMEM225B	Transmembrane protein 225B
Q96A57	TMEM230	Transmembrane protein 230
Q8WY98	TMEM234	Transmembrane protein 234
Q96Q45	TMEM237	Transmembrane protein 237
O14523	C2CD2L	Transmembrane protein 24
Q86YD3	TMEM25	Transmembrane protein 25
Q8NDY8	TMEM52	Transmembrane protein 52
Q4KMG9	TMEM52B	Transmembrane protein 52B
Q9UK28	TMEM59L	Transmembrane protein 59-like
Q9BUB7	TMEM70	"Transmembrane protein 70, mitochondrial"
Q96K49	TMEM87B	Transmembrane protein 87B
A6NDV4	TMEM8B	Transmembrane protein 8B
Q9P0T7	TMEM9	Transmembrane protein 9:Cytoplasmic domain
Q9P0T7	TMEM9	Transmembrane protein 9:Extracellular domain
Q6UWD8	C16orf54	Transmembrane protein C16orf54
Q8NEQ5	C1orf162	Transmembrane protein C1orf162
Q6DKI7	PVRIG	Transmembrane protein PVRIG
P04155	TFF1	Trefoil factor 1
Q03403	TFF2	Trefoil factor 2
Q03403	TFF2	Trefoil factor 2
Q07654	TFF3	Trefoil factor 3
Q07654	TFF3	Trefoil factor 3
Q86YW5	TREML1	"Trem-like transcript 1 protein:Extracellular domain, Ig-like V-type domain"
Q86YW5	TREML1	Trem-like transcript 1 protein:immunoreceptor tyrosine-based inhibition motif
Q5T2D2	TREML2	Trem-like transcript 2 protein
Q92519	TRIB2	Tribbles homolog 2
P53007	SLC25A1	"Tricarboxylate transport protein, mitochondrial"
Q9NP99	TREM1	Triggering receptor expressed on myeloid cells 1
Q9NZC2	TREM2	Triggering receptor expressed on myeloid cells 2
Q9NZC2	TREM2	Triggering receptor expressed on myeloid cells 2
Q9NZC2	TREM2	Triggering receptor expressed on myeloid cells 2
Q9NVV0	TMEM38B	Trimeric intracellular cation channel type B
Q9UPQ9	TNRC6B	Trinucleotide repeat-containing gene 6B protein
P60174	TPI1	Triosephosphate isomerase
O75382	TRIM3	Tripartite motif-containing protein 3
Q6P9F5	TRIM40	Tripartite motif-containing protein 40
Q9C035	TRIM5	Tripartite motif-containing protein 5
Q9BYV2	TRIM54	Tripartite motif-containing protein 54
Q9BYV6	TRIM55	Tripartite motif-containing protein 55
Q6ZMU5	TRIM72	Tripartite motif-containing protein 72
O14773	TPP1	Tripeptidyl-peptidase 1
P29144	TPP2	Tripeptidyl-peptidase 2
O75962	TRIO	Triple functional domain protein
P26651	ZFP36	Tristetraproline
Q9UI30	TRMT112	TRM112-like protein
Q9UJA5	TRMT6	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
Q9BVS5	TRMT61B	"tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial"
O14717	TRDMT1	tRNA (cytosine(38)-C(5))-methyltransferase
Q9UBP6	METTL1	tRNA (guanine-N(7)-)-methyltransferase
Q86TN4	TRPT1	tRNA 2'-phosphotransferase 1
Q9Y606	PUS1	"tRNA pseudouridine synthase A, mitochondrial"
Q6IPR3	TYW3	tRNA wybutosine-synthesizing protein 3 homolog
A2RUC4	TYW5	tRNA wybutosine-synthesizing protein 5
Q9NX74	DUS2	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like
Q9BUB4	ADAT1	tRNA-specific adenosine deaminase 1
Q7Z6V5	ADAT2	tRNA-specific adenosine deaminase 2
Q8WW01	TSEN15	tRNA-splicing endonuclease subunit Sen15
Q9BSV6	TSEN34	tRNA-splicing endonuclease subunit Sen34
P28289	TMOD1	Tropomodulin-1
Q9NZR1	TMOD2	Tropomodulin-2
Q9NYL9	TMOD3	Tropomodulin-3
Q9NZQ9	TMOD4	Tropomodulin-4
P09493	TPM1	Tropomyosin alpha-1 chain
P06753	TPM3	Tropomyosin alpha-3 chain
P06753	TPM3	Tropomyosin alpha-3 chain
P67936	TPM4	Tropomyosin alpha-4 chain
P67936	TPM4	Tropomyosin alpha-4 chain
P07951	TPM2	Tropomyosin beta chain
P19429	TNNI3	"Troponin I, cardiac muscle"
P19429	TNNI3	"Troponin I, cardiac muscle"
P48788	TNNI2	"Troponin I, fast skeletal muscle"
P45379	TNNT2	"Troponin T, cardiac muscle"
P45378	TNNT3	"Troponin T, fast skeletal muscle"
P07477	PRSS1	Trypsin-1
P07478	PRSS2	Trypsin-2
P35030	PRSS3	Trypsin-3
P35030	PRSS3	Trypsin-3
Q15661	TPSAB1	Tryptase beta-1
P20231	TPSB2	Tryptase beta-2
P20231	TPSB2	Tryptase beta-2
Q9NRR2	TPSG1	Tryptase gamma
Q9NRR2	TPSG1	Tryptase gamma
P48775	TDO2	"Tryptophan 2,3-dioxygenase"
P17752	TPH1	Tryptophan 5-hydroxylase 1
P23381	WARS1	"Tryptophan--tRNA ligase, cytoplasmic"
Q9UGM6	WARS2	"Tryptophan--tRNA ligase, mitochondrial"
Q99576	TSC22D3	TSC22 domain family protein 3
O00294	TULP1	Tubby-related protein 1
P49815	TSC2	Tuberin
Q96A98	PTH2	Tuberoinfundibular peptide of 39 residues
Q68CL5	TPGS2	Tubulin polyglutamylase complex subunit 2
O94811	TPPP	Tubulin polymerization-promoting protein
P59282	TPPP2	Tubulin polymerization-promoting protein family member 2
Q9BW30	TPPP3	Tubulin polymerization-promoting protein family member 3
Q8NG68	TTL	Tubulin--tyrosine ligase
Q14166	TTLL12	Tubulin--tyrosine ligase-like protein 12
Q99426	TBCB	Tubulin-folding cofactor B
O75347	TBCA	Tubulin-specific chaperone A
Q15814	TBCC	Tubulin-specific chaperone C
Q5QJ74	TBCEL	Tubulin-specific chaperone cofactor E-like protein
Q15813	TBCE	Tubulin-specific chaperone E
Q9GZM7	TINAGL1	Tubulointerstitial nephritis antigen-like
Q9BRJ7	NUDT16L1	Tudor-interacting repair regulator protein
Q9NNX1	TUFT1	Tuftelin
Q9UBB9	TFIP11	Tuftelin-interacting protein 11
P01375	TNF	Tumor necrosis factor
P01375	TNF	Tumor necrosis factor
P21580	TNFAIP3	Tumor necrosis factor alpha-induced protein 3
O95379	TNFAIP8	Tumor necrosis factor alpha-induced protein 8
P50591	TNFSF10	Tumor necrosis factor ligand superfamily member 10
O14788	TNFSF11	Tumor necrosis factor ligand superfamily member 11
O14788	TNFSF11	Tumor necrosis factor ligand superfamily member 11
O43508	TNFSF12	Tumor necrosis factor ligand superfamily member 12
Q9Y275	TNFSF13B	Tumor necrosis factor ligand superfamily member 13B
O43557	TNFSF14	Tumor necrosis factor ligand superfamily member 14
O43557	TNFSF14	Tumor necrosis factor ligand superfamily member 14
O95150	TNFSF15	Tumor necrosis factor ligand superfamily member 15
O95150	TNFSF15	Tumor necrosis factor ligand superfamily member 15
Q9UNG2	TNFSF18	Tumor necrosis factor ligand superfamily member 18
P23510	TNFSF4	Tumor necrosis factor ligand superfamily member 4
P23510	TNFSF4	Tumor necrosis factor ligand superfamily member 4
P48023	FASLG	"Tumor necrosis factor ligand superfamily member 6, soluble form"
P32971	TNFSF8	Tumor necrosis factor ligand superfamily member 8
P41273	TNFSF9	Tumor necrosis factor ligand superfamily member 9
O00220	TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A
O14763	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B
O14763	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B:Death domain
O14763	TNFRSF10B	"Tumor necrosis factor receptor superfamily member 10B:Extracellular domain, TNFR-Cys domains 1-3"
Q9UBN6	TNFRSF10D	Tumor necrosis factor receptor superfamily member 10D
Q9Y6Q6	TNFRSF11A	Tumor necrosis factor receptor superfamily member 11A
O00300	TNFRSF11B	Tumor necrosis factor receptor superfamily member 11B
Q9NP84	TNFRSF12A	Tumor necrosis factor receptor superfamily member 12A
